"V1" "V2"
"orthoMCL1459" "3" "c_3"
"orthoMCL1460" "3" "c_3"
"orthoMCL1461" "3" "c_3"
"orthoMCL1462" "3" "c_3"
"orthoMCL1463" "3" "c_3"
"orthoMCL1464" "3" "c_3"
"orthoMCL1465" "3" "c_3"
"orthoMCL1466" "3" "c_3"
"orthoMCL1467" "3" "c_3"
"orthoMCL1468" "3" "c_3"
"orthoMCL1469" "3" "c_3"
"orthoMCL1470" "3" "c_3"
"orthoMCL1471" "3" "c_3"
"orthoMCL1472" "3" "c_3"
"orthoMCL1473" "3" "c_3"
"orthoMCL1474" "3" "c_3"
"orthoMCL1475" "3" "c_3"
"orthoMCL1476" "3" "c_3"
"orthoMCL1477" "3" "c_3"
"orthoMCL1478" "3" "c_3"
"orthoMCL1479" "3" "c_3"
"orthoMCL1480" "3" "c_3"
"orthoMCL1481" "3" "c_3"
"orthoMCL1482" "3" "c_3"
"orthoMCL1483" "3" "c_3"
"orthoMCL1484" "3" "c_3"
"orthoMCL1485" "3" "c_3"
"orthoMCL1486" "3" "c_3"
"orthoMCL1487" "3" "c_3"
"orthoMCL1488" "3" "c_3"
"orthoMCL1489" "3" "c_3"
"orthoMCL1490" "3" "c_3"
"orthoMCL1491" "3" "c_3"
"orthoMCL1492" "3" "c_3"
"orthoMCL1493" "3" "c_3"
"orthoMCL1494" "3" "c_3"
"orthoMCL1495" "3" "c_3"
"orthoMCL1496" "3" "c_3"
"orthoMCL1497" "3" "c_3"
"orthoMCL1498" "3" "c_3"
"orthoMCL1499" "3" "c_3"
"orthoMCL1500" "3" "c_3"
"orthoMCL1501" "3" "c_3"
"orthoMCL1502" "3" "c_3"
"orthoMCL1503" "3" "c_3"
"orthoMCL1504" "3" "c_3"
"orthoMCL1505" "3" "c_3"
"orthoMCL1506" "3" "c_3"
"orthoMCL1507" "3" "c_3"
"orthoMCL1508" "3" "c_3"
"orthoMCL1509" "3" "c_3"
"orthoMCL1510" "3" "c_3"
"orthoMCL1511" "3" "c_3"
"orthoMCL1512" "3" "c_3"
"orthoMCL1513" "3" "c_3"
"orthoMCL1514" "3" "c_3"
"orthoMCL1515" "3" "c_3"
"orthoMCL1516" "3" "c_3"
"orthoMCL1517" "3" "c_3"
"orthoMCL1518" "3" "c_3"
"orthoMCL1519" "3" "c_3"
"orthoMCL1520" "3" "c_3"
"orthoMCL1521" "3" "c_3"
"orthoMCL1522" "3" "c_3"
"orthoMCL1523" "3" "c_3"
"orthoMCL1524" "3" "c_3"
"orthoMCL1525" "3" "c_3"
"orthoMCL1526" "3" "c_3"
"orthoMCL1527" "3" "c_3"
"orthoMCL1528" "3" "c_3"
"orthoMCL1529" "3" "c_3"
"orthoMCL1530" "3" "c_3"
"orthoMCL1531" "3" "c_3"
"orthoMCL1532" "3" "c_3"
"orthoMCL1533" "3" "c_3"
"orthoMCL1534" "3" "c_3"
"orthoMCL1535" "3" "c_3"
"orthoMCL1536" "3" "c_3"
"orthoMCL1537" "3" "c_3"
"orthoMCL1538" "3" "c_3"
"orthoMCL1539" "3" "c_3"
"orthoMCL1540" "3" "c_3"
"orthoMCL1541" "3" "c_3"
"orthoMCL1542" "3" "c_3"
"orthoMCL1543" "3" "c_3"
"orthoMCL1544" "3" "c_3"
"orthoMCL1545" "3" "c_3"
"orthoMCL1546" "3" "c_3"
"orthoMCL1547" "3" "c_3"
"orthoMCL1548" "3" "c_3"
"orthoMCL1549" "3" "c_3"
"orthoMCL1550" "3" "c_3"
"orthoMCL1551" "3" "c_3"
"orthoMCL1552" "3" "c_3"
"orthoMCL1553" "3" "c_3"
"orthoMCL1554" "3" "c_3"
"orthoMCL1555" "3" "c_3"
"orthoMCL1556" "3" "c_3"
"orthoMCL1557" "3" "c_3"
"orthoMCL1558" "3" "c_3"
"orthoMCL1559" "3" "c_3"
"orthoMCL1560" "3" "c_3"
"orthoMCL1561" "3" "c_3"
"orthoMCL1562" "3" "c_3"
"orthoMCL1563" "3" "c_3"
"orthoMCL1564" "3" "c_3"
"orthoMCL1565" "3" "c_3"
"orthoMCL1566" "3" "c_3"
"orthoMCL1567" "3" "c_3"
"orthoMCL1568" "3" "c_3"
"orthoMCL1569" "3" "c_3"
"orthoMCL1570" "3" "c_3"
"orthoMCL1571" "3" "c_3"
"orthoMCL1572" "3" "c_3"
"orthoMCL1573" "3" "c_3"
"orthoMCL1574" "3" "c_3"
"orthoMCL1575" "3" "c_3"
"orthoMCL1576" "3" "c_3"
"orthoMCL1577" "3" "c_3"
"orthoMCL1578" "3" "c_3"
"orthoMCL1579" "3" "c_3"
"orthoMCL1580" "3" "c_3"
"orthoMCL1581" "3" "c_3"
"orthoMCL1582" "3" "c_3"
"orthoMCL1583" "3" "c_3"
"orthoMCL1584" "3" "c_3"
"orthoMCL1585" "3" "c_3"
"orthoMCL1586" "3" "c_3"
"orthoMCL1587" "3" "c_3"
"orthoMCL1588" "3" "c_3"
"orthoMCL1589" "3" "c_3"
"orthoMCL1590" "3" "c_3"
"orthoMCL1591" "3" "c_3"
"orthoMCL1592" "3" "c_3"
"orthoMCL1593" "3" "c_3"
"orthoMCL1594" "3" "c_3"
"orthoMCL1595" "3" "c_3"
"orthoMCL1596" "3" "c_3"
"orthoMCL1597" "3" "c_3"
"orthoMCL1598" "3" "c_3"
"orthoMCL1599" "3" "c_3"
"orthoMCL1600" "3" "c_3"
"orthoMCL1601" "3" "c_3"
"orthoMCL1602" "3" "c_3"
"orthoMCL1603" "3" "c_3"
"orthoMCL1604" "3" "c_3"
"orthoMCL1605" "3" "c_3"
"orthoMCL1606" "3" "c_3"
"orthoMCL1607" "3" "c_3"
"orthoMCL1608" "3" "c_3"
"orthoMCL1609" "3" "c_3"
"orthoMCL1610" "3" "c_3"
"orthoMCL1611" "3" "c_3"
"orthoMCL1612" "3" "c_3"
"orthoMCL1613" "3" "c_3"
"orthoMCL1614" "3" "c_3"
"orthoMCL1615" "3" "c_3"
"orthoMCL1616" "3" "c_3"
"orthoMCL1617" "3" "c_3"
"orthoMCL1618" "3" "c_3"
"orthoMCL1619" "3" "c_3"
"orthoMCL1620" "3" "c_3"
"orthoMCL1621" "3" "c_3"
"orthoMCL1622" "3" "c_3"
"orthoMCL1623" "3" "c_3"
"orthoMCL1624" "3" "c_3"
"orthoMCL1625" "3" "c_3"
"orthoMCL1626" "3" "c_3"
"orthoMCL1627" "3" "c_3"
"orthoMCL1628" "3" "c_3"
"orthoMCL1629" "3" "c_3"
"orthoMCL1630" "3" "c_3"
"orthoMCL1631" "3" "c_3"
"orthoMCL1632" "3" "c_3"
"orthoMCL1633" "3" "c_3"
"orthoMCL1634" "3" "c_3"
"orthoMCL1635" "3" "c_3"
"orthoMCL1636" "3" "c_3"
"orthoMCL1637" "3" "c_3"
"orthoMCL1638" "3" "c_3"
"orthoMCL1639" "3" "c_3"
"orthoMCL1640" "3" "c_3"
"orthoMCL1641" "3" "c_3"
"orthoMCL1642" "3" "c_3"
"orthoMCL1643" "3" "c_3"
"orthoMCL1644" "3" "c_3"
"orthoMCL1645" "3" "c_3"
"orthoMCL1646" "3" "c_3"
"orthoMCL1647" "3" "c_3"
"orthoMCL1648" "3" "c_3"
"orthoMCL1649" "3" "c_3"
"orthoMCL1650" "3" "c_3"
"orthoMCL1651" "3" "c_3"
"orthoMCL1652" "3" "c_3"
"orthoMCL1653" "3" "c_3"
"orthoMCL1654" "3" "c_3"
"orthoMCL1655" "3" "c_3"
"orthoMCL1656" "3" "c_3"
"orthoMCL1657" "3" "c_3"
"orthoMCL1658" "3" "c_3"
"orthoMCL1659" "3" "c_3"
"orthoMCL1660" "3" "c_3"
"orthoMCL1661" "3" "c_3"
"orthoMCL1662" "3" "c_3"
"orthoMCL1663" "3" "c_3"
"orthoMCL1664" "3" "c_3"
"orthoMCL1665" "3" "c_3"
"orthoMCL1666" "3" "c_3"
"orthoMCL1667" "3" "c_3"
"orthoMCL1668" "3" "c_3"
"orthoMCL1669" "3" "c_3"
"orthoMCL1670" "3" "c_3"
"orthoMCL1671" "3" "c_3"
"orthoMCL1672" "3" "c_3"
"orthoMCL1673" "3" "c_3"
"orthoMCL1674" "3" "c_3"
"orthoMCL1675" "3" "c_3"
"orthoMCL1676" "3" "c_3"
"orthoMCL1677" "3" "c_3"
"orthoMCL1678" "3" "c_3"
"orthoMCL1679" "3" "c_3"
"orthoMCL1680" "3" "c_3"
"orthoMCL1681" "3" "c_3"
"orthoMCL1682" "3" "c_3"
"orthoMCL1683" "3" "c_3"
"orthoMCL1684" "3" "c_3"
"orthoMCL1685" "3" "c_3"
"orthoMCL1686" "3" "c_3"
"orthoMCL1687" "3" "c_3"
"orthoMCL1688" "3" "c_3"
"orthoMCL1689" "3" "c_3"
"orthoMCL1690" "3" "c_3"
"orthoMCL1691" "3" "c_3"
"orthoMCL1692" "3" "c_3"
"orthoMCL1693" "3" "c_3"
"orthoMCL1694" "3" "c_3"
"orthoMCL1695" "3" "c_3"
"orthoMCL1696" "3" "c_3"
"orthoMCL1697" "3" "c_3"
"orthoMCL1698" "3" "c_3"
"orthoMCL1699" "3" "c_3"
"orthoMCL1700" "3" "c_3"
"orthoMCL1701" "3" "c_3"
"orthoMCL1702" "3" "c_3"
"orthoMCL1703" "3" "c_3"
"orthoMCL1704" "3" "c_3"
"orthoMCL1705" "3" "c_3"
"orthoMCL1706" "3" "c_3"
"orthoMCL1707" "3" "c_3"
"orthoMCL1708" "3" "c_3"
"orthoMCL1709" "3" "c_3"
"orthoMCL1710" "3" "c_3"
"orthoMCL1711" "3" "c_3"
"orthoMCL1712" "3" "c_3"
"orthoMCL1713" "3" "c_3"
"orthoMCL1714" "3" "c_3"
"orthoMCL1715" "3" "c_3"
"orthoMCL1716" "3" "c_3"
"orthoMCL1717" "3" "c_3"
"orthoMCL1718" "3" "c_3"
"orthoMCL1719" "3" "c_3"
"orthoMCL1720" "3" "c_3"
"orthoMCL1721" "3" "c_3"
"orthoMCL1722" "3" "c_3"
"orthoMCL1723" "3" "c_3"
"orthoMCL1724" "3" "c_3"
"orthoMCL1725" "3" "c_3"
"orthoMCL1726" "3" "c_3"
"orthoMCL1727" "3" "c_3"
"orthoMCL1728" "3" "c_3"
"orthoMCL1729" "3" "c_3"
"orthoMCL1730" "3" "c_3"
"orthoMCL1731" "3" "c_3"
"orthoMCL1732" "3" "c_3"
"orthoMCL1733" "3" "c_3"
"orthoMCL1734" "3" "c_3"
"orthoMCL1735" "3" "c_3"
"orthoMCL1736" "3" "c_3"
"orthoMCL1737" "3" "c_3"
"orthoMCL1738" "3" "c_3"
"orthoMCL1739" "3" "c_3"
"orthoMCL1740" "3" "c_3"
"orthoMCL1741" "3" "c_3"
"orthoMCL1742" "3" "c_3"
"orthoMCL1743" "3" "c_3"
"orthoMCL1744" "3" "c_3"
"orthoMCL1745" "3" "c_3"
"orthoMCL1746" "3" "c_3"
"orthoMCL1747" "3" "c_3"
"orthoMCL1748" "3" "c_3"
"orthoMCL1749" "3" "c_3"
"orthoMCL1750" "3" "c_3"
"orthoMCL1751" "3" "c_3"
"orthoMCL1752" "3" "c_3"
"orthoMCL1753" "3" "c_3"
"orthoMCL1754" "3" "c_3"
"orthoMCL1755" "3" "c_3"
"orthoMCL1756" "3" "c_3"
"orthoMCL1757" "3" "c_3"
"orthoMCL1758" "3" "c_3"
"orthoMCL1759" "3" "c_3"
"orthoMCL1760" "3" "c_3"
"orthoMCL1761" "3" "c_3"
"orthoMCL1762" "3" "c_3"
"orthoMCL1763" "3" "c_3"
"orthoMCL1764" "3" "c_3"
"orthoMCL1765" "3" "c_3"
"orthoMCL1766" "3" "c_3"
"orthoMCL1767" "3" "c_3"
"orthoMCL1768" "3" "c_3"
"orthoMCL1769" "3" "c_3"
"orthoMCL1770" "3" "c_3"
"orthoMCL1771" "3" "c_3"
"orthoMCL1772" "3" "c_3"
"orthoMCL1773" "3" "c_3"
"orthoMCL1774" "3" "c_3"
"orthoMCL1775" "3" "c_3"
"orthoMCL1776" "3" "c_3"
"orthoMCL1777" "3" "c_3"
"orthoMCL1778" "3" "c_3"
"orthoMCL1779" "3" "c_3"
"orthoMCL1780" "3" "c_3"
"orthoMCL1781" "3" "c_3"
"orthoMCL1782" "3" "c_3"
"orthoMCL1783" "3" "c_3"
"orthoMCL1784" "3" "c_3"
"orthoMCL1785" "3" "c_3"
"orthoMCL1786" "3" "c_3"
"orthoMCL1787" "3" "c_3"
"orthoMCL1788" "3" "c_3"
"orthoMCL1789" "3" "c_3"
"orthoMCL1790" "3" "c_3"
"orthoMCL1791" "3" "c_3"
"orthoMCL1792" "3" "c_3"
"orthoMCL1793" "3" "c_3"
"orthoMCL1794" "3" "c_3"
"orthoMCL1795" "3" "c_3"
"orthoMCL1796" "3" "c_3"
"orthoMCL1797" "3" "c_3"
"orthoMCL1798" "3" "c_3"
"orthoMCL1799" "3" "c_3"
"orthoMCL1800" "3" "c_3"
"orthoMCL1801" "3" "c_3"
"orthoMCL1802" "3" "c_3"
"orthoMCL1803" "3" "c_3"
"orthoMCL1804" "3" "c_3"
"orthoMCL1805" "3" "c_3"
"orthoMCL1806" "3" "c_3"
"orthoMCL1807" "3" "c_3"
"orthoMCL1808" "3" "c_3"
"orthoMCL1809" "3" "c_3"
"orthoMCL1810" "3" "c_3"
"orthoMCL1811" "3" "c_3"
"orthoMCL1812" "3" "c_3"
"orthoMCL1813" "3" "c_3"
"orthoMCL1814" "3" "c_3"
"orthoMCL1815" "3" "c_3"
"orthoMCL1816" "3" "c_3"
"orthoMCL1817" "3" "c_3"
"orthoMCL1818" "3" "c_3"
"orthoMCL1819" "3" "c_3"
"orthoMCL1820" "3" "c_3"
"orthoMCL1821" "3" "c_3"
"orthoMCL1822" "3" "c_3"
"orthoMCL1823" "3" "c_3"
"orthoMCL1824" "3" "c_3"
"orthoMCL1825" "3" "c_3"
"orthoMCL1826" "3" "c_3"
"orthoMCL1827" "3" "c_3"
"orthoMCL1828" "3" "c_3"
"orthoMCL1829" "3" "c_3"
"orthoMCL1830" "3" "c_3"
"orthoMCL1831" "3" "c_3"
"orthoMCL1832" "3" "c_3"
"orthoMCL1833" "3" "c_3"
"orthoMCL1834" "3" "c_3"
"orthoMCL1835" "3" "c_3"
"orthoMCL1836" "3" "c_3"
"orthoMCL1837" "3" "c_3"
"orthoMCL1838" "3" "c_3"
"orthoMCL1839" "3" "c_3"
"orthoMCL1840" "3" "c_3"
"orthoMCL1841" "3" "c_3"
"orthoMCL1842" "3" "c_3"
"orthoMCL1843" "3" "c_3"
"orthoMCL1844" "3" "c_3"
"orthoMCL1845" "3" "c_3"
"orthoMCL1846" "3" "c_3"
"orthoMCL1847" "3" "c_3"
"orthoMCL1848" "3" "c_3"
"orthoMCL1849" "3" "c_3"
"orthoMCL1850" "3" "c_3"
"orthoMCL1851" "3" "c_3"
"orthoMCL1852" "3" "c_3"
"orthoMCL1853" "3" "c_3"
"orthoMCL1854" "3" "c_3"
"orthoMCL1855" "3" "c_3"
"orthoMCL1856" "3" "c_3"
"orthoMCL1857" "3" "c_3"
"orthoMCL1858" "3" "c_3"
"orthoMCL1859" "3" "c_3"
"orthoMCL1860" "3" "c_3"
"orthoMCL1861" "3" "c_3"
"orthoMCL1862" "3" "c_3"
"orthoMCL1863" "3" "c_3"
"orthoMCL1864" "3" "c_3"
"orthoMCL1865" "3" "c_3"
"orthoMCL1866" "3" "c_3"
"orthoMCL1867" "3" "c_3"
"orthoMCL1868" "3" "c_3"
"orthoMCL1869" "3" "c_3"
"orthoMCL1870" "3" "c_3"
"orthoMCL1871" "3" "c_3"
"orthoMCL1872" "3" "c_3"
"orthoMCL1873" "3" "c_3"
"orthoMCL1874" "3" "c_3"
"orthoMCL1875" "3" "c_3"
"orthoMCL1876" "3" "c_3"
"orthoMCL1877" "3" "c_3"
"orthoMCL1878" "3" "c_3"
"orthoMCL1879" "3" "c_3"
"orthoMCL1880" "3" "c_3"
"orthoMCL1881" "3" "c_3"
"orthoMCL1882" "3" "c_3"
"orthoMCL1883" "3" "c_3"
"orthoMCL1884" "3" "c_3"
"orthoMCL1885" "3" "c_3"
"orthoMCL1886" "3" "c_3"
"orthoMCL1887" "3" "c_3"
"orthoMCL1888" "3" "c_3"
"orthoMCL1889" "3" "c_3"
"orthoMCL1890" "3" "c_3"
"orthoMCL1891" "3" "c_3"
"orthoMCL1892" "3" "c_3"
"orthoMCL1893" "3" "c_3"
"orthoMCL1894" "3" "c_3"
"orthoMCL1895" "3" "c_3"
"orthoMCL1896" "3" "c_3"
"orthoMCL1897" "3" "c_3"
"orthoMCL1898" "3" "c_3"
"orthoMCL1899" "3" "c_3"
"orthoMCL1900" "3" "c_3"
"orthoMCL1901" "3" "c_3"
"orthoMCL1902" "3" "c_3"
"orthoMCL1903" "3" "c_3"
"orthoMCL1904" "3" "c_3"
"orthoMCL1905" "3" "c_3"
"orthoMCL1906" "3" "c_3"
"orthoMCL1907" "3" "c_3"
"orthoMCL1908" "3" "c_3"
"orthoMCL1909" "3" "c_3"
"orthoMCL1910" "3" "c_3"
"orthoMCL1911" "3" "c_3"
"orthoMCL1912" "3" "c_3"
"orthoMCL1913" "3" "c_3"
"orthoMCL1914" "3" "c_3"
"orthoMCL1915" "3" "c_3"
"orthoMCL1916" "3" "c_3"
"orthoMCL1917" "3" "c_3"
"orthoMCL1918" "3" "c_3"
"orthoMCL1919" "3" "c_3"
"orthoMCL1920" "3" "c_3"
"orthoMCL1921" "3" "c_3"
"orthoMCL1922" "3" "c_3"
"orthoMCL1923" "3" "c_3"
"orthoMCL1924" "3" "c_3"
"orthoMCL1925" "3" "c_3"
"orthoMCL1926" "3" "c_3"
"orthoMCL1927" "3" "c_3"
"orthoMCL1928" "3" "c_3"
"orthoMCL1929" "3" "c_3"
"orthoMCL1930" "3" "c_3"
"orthoMCL1931" "3" "c_3"
"orthoMCL1932" "3" "c_3"
"orthoMCL1933" "3" "c_3"
"orthoMCL1934" "3" "c_3"
"orthoMCL1935" "3" "c_3"
"orthoMCL1936" "3" "c_3"
"orthoMCL1937" "3" "c_3"
"orthoMCL1938" "3" "c_3"
"orthoMCL1939" "3" "c_3"
"orthoMCL1940" "3" "c_3"
"orthoMCL1941" "3" "c_3"
"orthoMCL1942" "3" "c_3"
"orthoMCL1943" "3" "c_3"
"orthoMCL1944" "3" "c_3"
"orthoMCL1945" "3" "c_3"
"orthoMCL1946" "3" "c_3"
"orthoMCL1947" "3" "c_3"
"orthoMCL1948" "3" "c_3"
"orthoMCL1949" "3" "c_3"
"orthoMCL1950" "3" "c_3"
"orthoMCL1951" "3" "c_3"
"orthoMCL1952" "3" "c_3"
"orthoMCL1953" "3" "c_3"
"orthoMCL1954" "3" "c_3"
"orthoMCL1955" "3" "c_3"
"orthoMCL1956" "3" "c_3"
"orthoMCL1957" "3" "c_3"
"orthoMCL1958" "3" "c_3"
"orthoMCL1959" "3" "c_3"
"orthoMCL1960" "3" "c_3"
"orthoMCL1961" "3" "c_3"
"orthoMCL1962" "3" "c_3"
"orthoMCL1963" "3" "c_3"
"orthoMCL1964" "3" "c_3"
"orthoMCL1965" "3" "c_3"
"orthoMCL1966" "3" "c_3"
"orthoMCL1967" "3" "c_3"
"orthoMCL1968" "3" "c_3"
"orthoMCL1969" "3" "c_3"
"orthoMCL1970" "3" "c_3"
"orthoMCL1971" "3" "c_3"
"orthoMCL1972" "3" "c_3"
"orthoMCL1973" "3" "c_3"
"orthoMCL1974" "3" "c_3"
"orthoMCL1975" "3" "c_3"
"orthoMCL1976" "3" "c_3"
"orthoMCL1977" "3" "c_3"
"orthoMCL1978" "3" "c_3"
"orthoMCL1979" "3" "c_3"
"orthoMCL1980" "3" "c_3"
"orthoMCL1981" "3" "c_3"
"orthoMCL1982" "3" "c_3"
"orthoMCL1983" "3" "c_3"
"orthoMCL1984" "3" "c_3"
"orthoMCL1985" "3" "c_3"
"orthoMCL1986" "3" "c_3"
"orthoMCL1987" "3" "c_3"
"orthoMCL1988" "3" "c_3"
"orthoMCL1989" "3" "c_3"
"orthoMCL1990" "3" "c_3"
"orthoMCL1991" "3" "c_3"
"orthoMCL1992" "3" "c_3"
"orthoMCL1993" "3" "c_3"
"orthoMCL1994" "3" "c_3"
"orthoMCL1995" "3" "c_3"
"orthoMCL1996" "3" "c_3"
"orthoMCL1997" "3" "c_3"
"orthoMCL1998" "3" "c_3"
"orthoMCL1999" "3" "c_3"
"orthoMCL2000" "3" "c_3"
"orthoMCL2001" "3" "c_3"
"orthoMCL2002" "3" "c_3"
"orthoMCL2003" "3" "c_3"
"orthoMCL2004" "3" "c_3"
"orthoMCL2005" "3" "c_3"
"orthoMCL2006" "3" "c_3"
"orthoMCL2007" "3" "c_3"
"orthoMCL2008" "3" "c_3"
"orthoMCL2009" "3" "c_3"
"orthoMCL2010" "3" "c_3"
"orthoMCL2011" "3" "c_3"
"orthoMCL2012" "3" "c_3"
"orthoMCL2013" "3" "c_3"
"orthoMCL2014" "3" "c_3"
"orthoMCL2015" "3" "c_3"
"orthoMCL2016" "3" "c_3"
"orthoMCL2017" "3" "c_3"
"orthoMCL2018" "3" "c_3"
"orthoMCL2019" "3" "c_3"
"orthoMCL2020" "3" "c_3"
"orthoMCL2021" "3" "c_3"
"orthoMCL2022" "3" "c_3"
"orthoMCL2023" "3" "c_3"
"orthoMCL2024" "3" "c_3"
"orthoMCL2025" "3" "c_3"
"orthoMCL2026" "3" "c_3"
"orthoMCL2027" "3" "c_3"
"orthoMCL2028" "3" "c_3"
"orthoMCL2029" "3" "c_3"
"orthoMCL2030" "3" "c_3"
"orthoMCL2031" "3" "c_3"
"orthoMCL2032" "3" "c_3"
"orthoMCL2033" "3" "c_3"
"orthoMCL2034" "3" "c_3"
"orthoMCL2035" "3" "c_3"
"orthoMCL2036" "3" "c_3"
"orthoMCL2037" "3" "c_3"
"orthoMCL2038" "3" "c_3"
"orthoMCL2039" "3" "c_3"
"orthoMCL2040" "3" "c_3"
"orthoMCL2041" "3" "c_3"
"orthoMCL2042" "3" "c_3"
"orthoMCL2043" "3" "c_3"
"orthoMCL2044" "3" "c_3"
"orthoMCL2045" "3" "c_3"
"orthoMCL2046" "3" "c_3"
"orthoMCL2047" "3" "c_3"
"orthoMCL2048" "3" "c_3"
"orthoMCL2049" "3" "c_3"
"orthoMCL2050" "3" "c_3"
"orthoMCL2051" "3" "c_3"
"orthoMCL2052" "3" "c_3"
"orthoMCL2053" "3" "c_3"
"orthoMCL2054" "3" "c_3"
"orthoMCL2055" "3" "c_3"
"orthoMCL2056" "3" "c_3"
"orthoMCL2057" "3" "c_3"
"orthoMCL2058" "3" "c_3"
"orthoMCL2059" "3" "c_3"
"orthoMCL2060" "3" "c_3"
"orthoMCL2061" "3" "c_3"
"orthoMCL2062" "3" "c_3"
"orthoMCL2063" "3" "c_3"
"orthoMCL2064" "3" "c_3"
"orthoMCL2065" "3" "c_3"
"orthoMCL2066" "3" "c_3"
"orthoMCL2067" "3" "c_3"
"orthoMCL2068" "3" "c_3"
"orthoMCL2069" "3" "c_3"
"orthoMCL2070" "3" "c_3"
"orthoMCL2071" "3" "c_3"
"orthoMCL2072" "3" "c_3"
"orthoMCL2073" "3" "c_3"
"orthoMCL2074" "3" "c_3"
"orthoMCL2075" "3" "c_3"
"orthoMCL2076" "3" "c_3"
"orthoMCL2077" "3" "c_3"
"orthoMCL2078" "3" "c_3"
"orthoMCL2079" "3" "c_3"
"orthoMCL2080" "3" "c_3"
"orthoMCL2081" "3" "c_3"
"orthoMCL2082" "3" "c_3"
"orthoMCL2083" "3" "c_3"
"orthoMCL2084" "3" "c_3"
"orthoMCL2085" "3" "c_3"
"orthoMCL2086" "3" "c_3"
"orthoMCL2087" "3" "c_3"
"orthoMCL2088" "3" "c_3"
"orthoMCL2089" "3" "c_3"
"orthoMCL2090" "3" "c_3"
"orthoMCL2091" "3" "c_3"
"orthoMCL2092" "3" "c_3"
"orthoMCL2093" "3" "c_3"
"orthoMCL2094" "3" "c_3"
"orthoMCL2095" "3" "c_3"
"orthoMCL2096" "3" "c_3"
"orthoMCL2097" "3" "c_3"
"orthoMCL2098" "3" "c_3"
"orthoMCL2099" "3" "c_3"
"orthoMCL2100" "3" "c_3"
"orthoMCL2101" "3" "c_3"
"orthoMCL2102" "3" "c_3"
"orthoMCL2103" "3" "c_3"
"orthoMCL2104" "3" "c_3"
"orthoMCL2105" "3" "c_3"
"orthoMCL2106" "3" "c_3"
"orthoMCL2107" "3" "c_3"
"orthoMCL2108" "3" "c_3"
"orthoMCL2109" "3" "c_3"
"orthoMCL2110" "3" "c_3"
"orthoMCL2111" "3" "c_3"
"orthoMCL2112" "3" "c_3"
"orthoMCL2113" "3" "c_3"
"orthoMCL2114" "3" "c_3"
"orthoMCL2115" "3" "c_3"
"orthoMCL2116" "3" "c_3"
"orthoMCL2117" "3" "c_3"
"orthoMCL2118" "3" "c_3"
"orthoMCL2119" "3" "c_3"
"orthoMCL2120" "3" "c_3"
"orthoMCL2121" "3" "c_3"
"orthoMCL2122" "3" "c_3"
"orthoMCL2123" "3" "c_3"
"orthoMCL2124" "3" "c_3"
"orthoMCL2125" "3" "c_3"
"orthoMCL2126" "3" "c_3"
"orthoMCL2127" "3" "c_3"
"orthoMCL2128" "3" "c_3"
"orthoMCL2129" "3" "c_3"
"orthoMCL2130" "3" "c_3"
"orthoMCL2131" "3" "c_3"
"orthoMCL2132" "3" "c_3"
"orthoMCL2133" "3" "c_3"
"orthoMCL2134" "3" "c_3"
"orthoMCL2135" "3" "c_3"
"orthoMCL2136" "3" "c_3"
"orthoMCL2137" "3" "c_3"
"orthoMCL2138" "3" "c_3"
"orthoMCL2139" "3" "c_3"
"orthoMCL2140" "3" "c_3"
"orthoMCL2141" "3" "c_3"
"orthoMCL2142" "3" "c_3"
"orthoMCL2143" "3" "c_3"
"orthoMCL2144" "3" "c_3"
"orthoMCL2145" "3" "c_3"
"orthoMCL2146" "3" "c_3"
"orthoMCL2147" "3" "c_3"
"orthoMCL2148" "3" "c_3"
"orthoMCL2149" "3" "c_3"
"orthoMCL2150" "3" "c_3"
"orthoMCL2151" "3" "c_3"
"orthoMCL2152" "3" "c_3"
"orthoMCL2153" "3" "c_3"
"orthoMCL2154" "3" "c_3"
"orthoMCL2155" "3" "c_3"
"orthoMCL2156" "3" "c_3"
"orthoMCL2157" "3" "c_3"
"orthoMCL2158" "3" "c_3"
"orthoMCL2159" "3" "c_3"
"orthoMCL2160" "3" "c_3"
"orthoMCL2161" "3" "c_3"
"orthoMCL2162" "3" "c_3"
"orthoMCL2163" "3" "c_3"
"orthoMCL2164" "3" "c_3"
"orthoMCL2165" "3" "c_3"
"orthoMCL2166" "3" "c_3"
"orthoMCL2167" "3" "c_3"
"orthoMCL2168" "3" "c_3"
"orthoMCL2169" "3" "c_3"
"orthoMCL2170" "3" "c_3"
"orthoMCL2171" "3" "c_3"
"orthoMCL2172" "3" "c_3"
"orthoMCL2173" "3" "c_3"
"orthoMCL2174" "3" "c_3"
"orthoMCL2175" "3" "c_3"
"orthoMCL2176" "3" "c_3"
"orthoMCL2177" "3" "c_3"
"orthoMCL2178" "3" "c_3"
"orthoMCL2179" "3" "c_3"
"orthoMCL2180" "3" "c_3"
"orthoMCL2181" "3" "c_3"
"orthoMCL2182" "3" "c_3"
"orthoMCL2183" "3" "c_3"
"orthoMCL2184" "3" "c_3"
"orthoMCL2185" "3" "c_3"
"orthoMCL2186" "3" "c_3"
"orthoMCL2187" "3" "c_3"
"orthoMCL2188" "3" "c_3"
"orthoMCL2189" "3" "c_3"
"orthoMCL2190" "3" "c_3"
"orthoMCL2191" "3" "c_3"
"orthoMCL2192" "3" "c_3"
"orthoMCL2193" "3" "c_3"
"orthoMCL2194" "3" "c_3"
