"V1" "V2"
"orthoMCL4403" "3" "c_3"
"orthoMCL4404" "3" "c_3"
"orthoMCL4405" "3" "c_3"
"orthoMCL4406" "3" "c_3"
"orthoMCL4407" "3" "c_3"
"orthoMCL4408" "3" "c_3"
"orthoMCL4409" "3" "c_3"
"orthoMCL4410" "3" "c_3"
"orthoMCL4411" "3" "c_3"
"orthoMCL4412" "3" "c_3"
"orthoMCL4413" "3" "c_3"
"orthoMCL4414" "3" "c_3"
"orthoMCL4415" "3" "c_3"
"orthoMCL4416" "3" "c_3"
"orthoMCL4417" "3" "c_3"
"orthoMCL4418" "3" "c_3"
"orthoMCL4419" "3" "c_3"
"orthoMCL4420" "3" "c_3"
"orthoMCL4421" "3" "c_3"
"orthoMCL4422" "3" "c_3"
"orthoMCL4423" "3" "c_3"
"orthoMCL4424" "3" "c_3"
"orthoMCL4425" "3" "c_3"
"orthoMCL4426" "3" "c_3"
"orthoMCL4427" "3" "c_3"
"orthoMCL4428" "3" "c_3"
"orthoMCL4429" "3" "c_3"
"orthoMCL4430" "3" "c_3"
"orthoMCL4431" "3" "c_3"
"orthoMCL4432" "3" "c_3"
"orthoMCL4433" "3" "c_3"
"orthoMCL4434" "3" "c_3"
"orthoMCL4435" "3" "c_3"
"orthoMCL4436" "3" "c_3"
"orthoMCL4437" "3" "c_3"
"orthoMCL4438" "3" "c_3"
"orthoMCL4439" "3" "c_3"
"orthoMCL4440" "3" "c_3"
"orthoMCL4441" "3" "c_3"
"orthoMCL4442" "3" "c_3"
"orthoMCL4443" "3" "c_3"
"orthoMCL4444" "3" "c_3"
"orthoMCL4445" "3" "c_3"
"orthoMCL4446" "3" "c_3"
"orthoMCL4447" "3" "c_3"
"orthoMCL4448" "3" "c_3"
"orthoMCL4449" "3" "c_3"
"orthoMCL4450" "3" "c_3"
"orthoMCL4451" "3" "c_3"
"orthoMCL4452" "3" "c_3"
"orthoMCL4453" "3" "c_3"
"orthoMCL4454" "3" "c_3"
"orthoMCL4455" "3" "c_3"
"orthoMCL4456" "3" "c_3"
"orthoMCL4457" "3" "c_3"
"orthoMCL4458" "3" "c_3"
"orthoMCL4459" "3" "c_3"
"orthoMCL4460" "3" "c_3"
"orthoMCL4461" "3" "c_3"
"orthoMCL4462" "3" "c_3"
"orthoMCL4463" "3" "c_3"
"orthoMCL4464" "3" "c_3"
"orthoMCL4465" "3" "c_3"
"orthoMCL4466" "3" "c_3"
"orthoMCL4467" "3" "c_3"
"orthoMCL4468" "3" "c_3"
"orthoMCL4469" "3" "c_3"
"orthoMCL4470" "3" "c_3"
"orthoMCL4471" "3" "c_3"
"orthoMCL4472" "3" "c_3"
"orthoMCL4473" "3" "c_3"
"orthoMCL4474" "3" "c_3"
"orthoMCL4475" "3" "c_3"
"orthoMCL4476" "3" "c_3"
"orthoMCL4477" "3" "c_3"
"orthoMCL4478" "3" "c_3"
"orthoMCL4479" "3" "c_3"
"orthoMCL4480" "3" "c_3"
"orthoMCL4481" "3" "c_3"
"orthoMCL4482" "3" "c_3"
"orthoMCL4483" "3" "c_3"
"orthoMCL4484" "3" "c_3"
"orthoMCL4485" "3" "c_3"
"orthoMCL4486" "3" "c_3"
"orthoMCL4487" "3" "c_3"
"orthoMCL4488" "3" "c_3"
"orthoMCL4489" "3" "c_3"
"orthoMCL4490" "3" "c_3"
"orthoMCL4491" "3" "c_3"
"orthoMCL4492" "3" "c_3"
"orthoMCL4493" "3" "c_3"
"orthoMCL4494" "3" "c_3"
"orthoMCL4495" "3" "c_3"
"orthoMCL4496" "3" "c_3"
"orthoMCL4497" "3" "c_3"
"orthoMCL4498" "3" "c_3"
"orthoMCL4499" "3" "c_3"
"orthoMCL4500" "3" "c_3"
"orthoMCL4501" "3" "c_3"
"orthoMCL4502" "3" "c_3"
"orthoMCL4503" "3" "c_3"
"orthoMCL4504" "3" "c_3"
"orthoMCL4505" "3" "c_3"
"orthoMCL4506" "3" "c_3"
"orthoMCL4507" "3" "c_3"
"orthoMCL4508" "3" "c_3"
"orthoMCL4509" "3" "c_3"
"orthoMCL4510" "3" "c_3"
"orthoMCL4511" "3" "c_3"
"orthoMCL4512" "3" "c_3"
"orthoMCL4513" "3" "c_3"
"orthoMCL4514" "3" "c_3"
"orthoMCL4515" "3" "c_3"
"orthoMCL4516" "3" "c_3"
"orthoMCL4517" "3" "c_3"
"orthoMCL4518" "3" "c_3"
"orthoMCL4519" "3" "c_3"
"orthoMCL4520" "3" "c_3"
"orthoMCL4521" "3" "c_3"
"orthoMCL4522" "3" "c_3"
"orthoMCL4523" "3" "c_3"
"orthoMCL4524" "3" "c_3"
"orthoMCL4525" "3" "c_3"
"orthoMCL4526" "3" "c_3"
"orthoMCL4527" "3" "c_3"
"orthoMCL4528" "3" "c_3"
"orthoMCL4529" "3" "c_3"
"orthoMCL4530" "3" "c_3"
"orthoMCL4531" "3" "c_3"
"orthoMCL4532" "3" "c_3"
"orthoMCL4533" "3" "c_3"
"orthoMCL4534" "3" "c_3"
"orthoMCL4535" "3" "c_3"
"orthoMCL4536" "3" "c_3"
"orthoMCL4537" "3" "c_3"
"orthoMCL4538" "3" "c_3"
"orthoMCL4539" "3" "c_3"
"orthoMCL4540" "3" "c_3"
"orthoMCL4541" "3" "c_3"
"orthoMCL4542" "3" "c_3"
"orthoMCL4543" "3" "c_3"
"orthoMCL4544" "3" "c_3"
"orthoMCL4545" "3" "c_3"
"orthoMCL4546" "3" "c_3"
"orthoMCL4547" "3" "c_3"
"orthoMCL4548" "3" "c_3"
"orthoMCL4549" "3" "c_3"
"orthoMCL4550" "3" "c_3"
"orthoMCL4551" "3" "c_3"
"orthoMCL4552" "3" "c_3"
"orthoMCL4553" "3" "c_3"
"orthoMCL4554" "3" "c_3"
"orthoMCL4555" "3" "c_3"
"orthoMCL4556" "3" "c_3"
"orthoMCL4557" "3" "c_3"
"orthoMCL4558" "3" "c_3"
"orthoMCL4559" "3" "c_3"
"orthoMCL4560" "3" "c_3"
"orthoMCL4561" "3" "c_3"
"orthoMCL4562" "3" "c_3"
"orthoMCL4563" "3" "c_3"
"orthoMCL4564" "3" "c_3"
"orthoMCL4565" "3" "c_3"
"orthoMCL4566" "3" "c_3"
"orthoMCL4567" "3" "c_3"
"orthoMCL4568" "3" "c_3"
"orthoMCL4569" "3" "c_3"
"orthoMCL4570" "3" "c_3"
"orthoMCL4571" "3" "c_3"
"orthoMCL4572" "3" "c_3"
"orthoMCL4573" "3" "c_3"
"orthoMCL4574" "3" "c_3"
"orthoMCL4575" "3" "c_3"
"orthoMCL4576" "3" "c_3"
"orthoMCL4577" "3" "c_3"
"orthoMCL4578" "3" "c_3"
"orthoMCL4579" "3" "c_3"
"orthoMCL4580" "3" "c_3"
"orthoMCL4581" "3" "c_3"
"orthoMCL4582" "3" "c_3"
"orthoMCL4583" "3" "c_3"
"orthoMCL4584" "3" "c_3"
"orthoMCL4585" "3" "c_3"
"orthoMCL4586" "3" "c_3"
"orthoMCL4587" "3" "c_3"
"orthoMCL4588" "3" "c_3"
"orthoMCL4589" "3" "c_3"
"orthoMCL4590" "3" "c_3"
"orthoMCL4591" "3" "c_3"
"orthoMCL4592" "3" "c_3"
"orthoMCL4593" "3" "c_3"
"orthoMCL4594" "3" "c_3"
"orthoMCL4595" "3" "c_3"
"orthoMCL4596" "3" "c_3"
"orthoMCL4597" "3" "c_3"
"orthoMCL4598" "3" "c_3"
"orthoMCL4599" "3" "c_3"
"orthoMCL4600" "3" "c_3"
"orthoMCL4601" "3" "c_3"
"orthoMCL4602" "3" "c_3"
"orthoMCL4603" "3" "c_3"
"orthoMCL4604" "3" "c_3"
"orthoMCL4605" "3" "c_3"
"orthoMCL4606" "3" "c_3"
"orthoMCL4607" "3" "c_3"
"orthoMCL4608" "3" "c_3"
"orthoMCL4609" "3" "c_3"
"orthoMCL4610" "3" "c_3"
"orthoMCL4611" "3" "c_3"
"orthoMCL4612" "3" "c_3"
"orthoMCL4613" "3" "c_3"
"orthoMCL4614" "3" "c_3"
"orthoMCL4615" "3" "c_3"
"orthoMCL4616" "3" "c_3"
"orthoMCL4617" "3" "c_3"
"orthoMCL4618" "3" "c_3"
"orthoMCL4619" "3" "c_3"
"orthoMCL4620" "3" "c_3"
"orthoMCL4621" "3" "c_3"
"orthoMCL4622" "3" "c_3"
"orthoMCL4623" "3" "c_3"
"orthoMCL4624" "3" "c_3"
"orthoMCL4625" "3" "c_3"
"orthoMCL4626" "3" "c_3"
"orthoMCL4627" "3" "c_3"
"orthoMCL4628" "3" "c_3"
"orthoMCL4629" "3" "c_3"
"orthoMCL4630" "3" "c_3"
"orthoMCL4631" "3" "c_3"
"orthoMCL4632" "3" "c_3"
"orthoMCL4633" "3" "c_3"
"orthoMCL4634" "3" "c_3"
"orthoMCL4635" "3" "c_3"
"orthoMCL4636" "3" "c_3"
"orthoMCL4637" "3" "c_3"
"orthoMCL4638" "3" "c_3"
"orthoMCL4639" "3" "c_3"
"orthoMCL4640" "3" "c_3"
"orthoMCL4641" "3" "c_3"
"orthoMCL4642" "3" "c_3"
"orthoMCL4643" "3" "c_3"
"orthoMCL4644" "3" "c_3"
"orthoMCL4645" "3" "c_3"
"orthoMCL4646" "3" "c_3"
"orthoMCL4647" "3" "c_3"
"orthoMCL4648" "3" "c_3"
"orthoMCL4649" "3" "c_3"
"orthoMCL4650" "3" "c_3"
"orthoMCL4651" "3" "c_3"
"orthoMCL4652" "3" "c_3"
"orthoMCL4653" "3" "c_3"
"orthoMCL4654" "3" "c_3"
"orthoMCL4655" "3" "c_3"
"orthoMCL4656" "3" "c_3"
"orthoMCL4657" "3" "c_3"
"orthoMCL4658" "3" "c_3"
"orthoMCL4659" "3" "c_3"
"orthoMCL4660" "3" "c_3"
"orthoMCL4661" "3" "c_3"
"orthoMCL4662" "3" "c_3"
"orthoMCL4663" "3" "c_3"
"orthoMCL4664" "3" "c_3"
"orthoMCL4665" "3" "c_3"
"orthoMCL4666" "3" "c_3"
"orthoMCL4667" "3" "c_3"
"orthoMCL4668" "3" "c_3"
"orthoMCL4669" "3" "c_3"
"orthoMCL4670" "3" "c_3"
"orthoMCL4671" "3" "c_3"
"orthoMCL4672" "3" "c_3"
"orthoMCL4673" "3" "c_3"
"orthoMCL4674" "3" "c_3"
"orthoMCL4675" "3" "c_3"
"orthoMCL4676" "3" "c_3"
"orthoMCL4677" "3" "c_3"
"orthoMCL4678" "3" "c_3"
"orthoMCL4679" "3" "c_3"
"orthoMCL4680" "3" "c_3"
"orthoMCL4681" "3" "c_3"
"orthoMCL4682" "3" "c_3"
"orthoMCL4683" "3" "c_3"
"orthoMCL4684" "3" "c_3"
"orthoMCL4685" "3" "c_3"
"orthoMCL4686" "3" "c_3"
"orthoMCL4687" "3" "c_3"
"orthoMCL4688" "3" "c_3"
"orthoMCL4689" "3" "c_3"
"orthoMCL4690" "3" "c_3"
"orthoMCL4691" "3" "c_3"
"orthoMCL4692" "3" "c_3"
"orthoMCL4693" "3" "c_3"
"orthoMCL4694" "3" "c_3"
"orthoMCL4695" "3" "c_3"
"orthoMCL4696" "3" "c_3"
"orthoMCL4697" "3" "c_3"
"orthoMCL4698" "3" "c_3"
"orthoMCL4699" "3" "c_3"
"orthoMCL4700" "3" "c_3"
"orthoMCL4701" "3" "c_3"
"orthoMCL4702" "3" "c_3"
"orthoMCL4703" "3" "c_3"
"orthoMCL4704" "3" "c_3"
"orthoMCL4705" "3" "c_3"
"orthoMCL4706" "3" "c_3"
"orthoMCL4707" "3" "c_3"
"orthoMCL4708" "3" "c_3"
"orthoMCL4709" "3" "c_3"
"orthoMCL4710" "3" "c_3"
"orthoMCL4711" "3" "c_3"
"orthoMCL4712" "3" "c_3"
"orthoMCL4713" "3" "c_3"
"orthoMCL4714" "3" "c_3"
"orthoMCL4715" "3" "c_3"
"orthoMCL4716" "3" "c_3"
"orthoMCL4717" "3" "c_3"
"orthoMCL4718" "3" "c_3"
"orthoMCL4719" "3" "c_3"
"orthoMCL4720" "3" "c_3"
"orthoMCL4721" "3" "c_3"
"orthoMCL4722" "3" "c_3"
"orthoMCL4723" "3" "c_3"
"orthoMCL4724" "3" "c_3"
"orthoMCL4725" "3" "c_3"
"orthoMCL4726" "3" "c_3"
"orthoMCL4727" "3" "c_3"
"orthoMCL4728" "3" "c_3"
"orthoMCL4729" "3" "c_3"
"orthoMCL4730" "3" "c_3"
"orthoMCL4731" "3" "c_3"
"orthoMCL4732" "3" "c_3"
"orthoMCL4733" "3" "c_3"
"orthoMCL4734" "3" "c_3"
"orthoMCL4735" "3" "c_3"
"orthoMCL4736" "3" "c_3"
"orthoMCL4737" "3" "c_3"
"orthoMCL4738" "3" "c_3"
"orthoMCL4739" "3" "c_3"
"orthoMCL4740" "3" "c_3"
"orthoMCL4741" "3" "c_3"
"orthoMCL4742" "3" "c_3"
"orthoMCL4743" "3" "c_3"
"orthoMCL4744" "3" "c_3"
"orthoMCL4745" "3" "c_3"
"orthoMCL4746" "3" "c_3"
"orthoMCL4747" "3" "c_3"
"orthoMCL4748" "3" "c_3"
"orthoMCL4749" "3" "c_3"
"orthoMCL4750" "3" "c_3"
"orthoMCL4751" "3" "c_3"
"orthoMCL4752" "3" "c_3"
"orthoMCL4753" "3" "c_3"
"orthoMCL4754" "3" "c_3"
"orthoMCL4755" "3" "c_3"
"orthoMCL4756" "3" "c_3"
"orthoMCL4757" "3" "c_3"
"orthoMCL4758" "3" "c_3"
"orthoMCL4759" "3" "c_3"
"orthoMCL4760" "3" "c_3"
"orthoMCL4761" "3" "c_3"
"orthoMCL4762" "3" "c_3"
"orthoMCL4763" "3" "c_3"
"orthoMCL4764" "3" "c_3"
"orthoMCL4765" "3" "c_3"
"orthoMCL4766" "3" "c_3"
"orthoMCL4767" "3" "c_3"
"orthoMCL4768" "3" "c_3"
"orthoMCL4769" "3" "c_3"
"orthoMCL4770" "3" "c_3"
"orthoMCL4771" "3" "c_3"
"orthoMCL4772" "3" "c_3"
"orthoMCL4773" "3" "c_3"
"orthoMCL4774" "3" "c_3"
"orthoMCL4775" "3" "c_3"
"orthoMCL4776" "3" "c_3"
"orthoMCL4777" "3" "c_3"
"orthoMCL4778" "3" "c_3"
"orthoMCL4779" "3" "c_3"
"orthoMCL4780" "3" "c_3"
"orthoMCL4781" "3" "c_3"
"orthoMCL4782" "3" "c_3"
"orthoMCL4783" "3" "c_3"
"orthoMCL4784" "3" "c_3"
"orthoMCL4785" "3" "c_3"
"orthoMCL4786" "3" "c_3"
"orthoMCL4787" "3" "c_3"
"orthoMCL4788" "3" "c_3"
"orthoMCL4789" "3" "c_3"
"orthoMCL4790" "3" "c_3"
"orthoMCL4791" "3" "c_3"
"orthoMCL4792" "3" "c_3"
"orthoMCL4793" "3" "c_3"
"orthoMCL4794" "3" "c_3"
"orthoMCL4795" "3" "c_3"
"orthoMCL4796" "3" "c_3"
"orthoMCL4797" "3" "c_3"
"orthoMCL4798" "3" "c_3"
"orthoMCL4799" "3" "c_3"
"orthoMCL4800" "3" "c_3"
"orthoMCL4801" "3" "c_3"
"orthoMCL4802" "3" "c_3"
"orthoMCL4803" "3" "c_3"
"orthoMCL4804" "3" "c_3"
"orthoMCL4805" "3" "c_3"
"orthoMCL4806" "3" "c_3"
"orthoMCL4807" "3" "c_3"
"orthoMCL4808" "3" "c_3"
"orthoMCL4809" "3" "c_3"
"orthoMCL4810" "3" "c_3"
"orthoMCL4811" "3" "c_3"
"orthoMCL4812" "3" "c_3"
"orthoMCL4813" "3" "c_3"
"orthoMCL4814" "3" "c_3"
"orthoMCL4815" "3" "c_3"
"orthoMCL4816" "3" "c_3"
"orthoMCL4817" "3" "c_3"
"orthoMCL4818" "3" "c_3"
"orthoMCL4819" "3" "c_3"
"orthoMCL4820" "3" "c_3"
"orthoMCL4821" "3" "c_3"
"orthoMCL4822" "3" "c_3"
"orthoMCL4823" "3" "c_3"
"orthoMCL4824" "3" "c_3"
"orthoMCL4825" "3" "c_3"
"orthoMCL4826" "3" "c_3"
"orthoMCL4827" "3" "c_3"
"orthoMCL4828" "3" "c_3"
"orthoMCL4829" "3" "c_3"
"orthoMCL4830" "3" "c_3"
"orthoMCL4831" "3" "c_3"
"orthoMCL4832" "3" "c_3"
"orthoMCL4833" "3" "c_3"
"orthoMCL4834" "3" "c_3"
"orthoMCL4835" "3" "c_3"
"orthoMCL4836" "3" "c_3"
"orthoMCL4837" "3" "c_3"
"orthoMCL4838" "3" "c_3"
"orthoMCL4839" "3" "c_3"
"orthoMCL4840" "3" "c_3"
"orthoMCL4841" "3" "c_3"
"orthoMCL4842" "3" "c_3"
"orthoMCL4843" "3" "c_3"
"orthoMCL4844" "3" "c_3"
"orthoMCL4845" "3" "c_3"
"orthoMCL4846" "3" "c_3"
"orthoMCL4847" "3" "c_3"
"orthoMCL4848" "3" "c_3"
"orthoMCL4849" "3" "c_3"
"orthoMCL4850" "3" "c_3"
"orthoMCL4851" "3" "c_3"
"orthoMCL4852" "3" "c_3"
"orthoMCL4853" "3" "c_3"
"orthoMCL4854" "3" "c_3"
"orthoMCL4855" "3" "c_3"
"orthoMCL4856" "3" "c_3"
"orthoMCL4857" "3" "c_3"
"orthoMCL4858" "3" "c_3"
"orthoMCL4859" "3" "c_3"
"orthoMCL4860" "3" "c_3"
"orthoMCL4861" "3" "c_3"
"orthoMCL4862" "3" "c_3"
"orthoMCL4863" "3" "c_3"
"orthoMCL4864" "3" "c_3"
"orthoMCL4865" "3" "c_3"
"orthoMCL4866" "3" "c_3"
"orthoMCL4867" "3" "c_3"
"orthoMCL4868" "3" "c_3"
"orthoMCL4869" "3" "c_3"
"orthoMCL4870" "3" "c_3"
"orthoMCL4871" "3" "c_3"
"orthoMCL4872" "3" "c_3"
"orthoMCL4873" "3" "c_3"
"orthoMCL4874" "3" "c_3"
"orthoMCL4875" "3" "c_3"
"orthoMCL4876" "3" "c_3"
"orthoMCL4877" "3" "c_3"
"orthoMCL4878" "3" "c_3"
"orthoMCL4879" "3" "c_3"
"orthoMCL4880" "3" "c_3"
"orthoMCL4881" "3" "c_3"
"orthoMCL4882" "3" "c_3"
"orthoMCL4883" "3" "c_3"
"orthoMCL4884" "3" "c_3"
"orthoMCL4885" "3" "c_3"
"orthoMCL4886" "3" "c_3"
"orthoMCL4887" "3" "c_3"
"orthoMCL4888" "3" "c_3"
"orthoMCL4889" "3" "c_3"
"orthoMCL4890" "3" "c_3"
"orthoMCL4891" "3" "c_3"
"orthoMCL4892" "3" "c_3"
"orthoMCL4893" "3" "c_3"
"orthoMCL4894" "3" "c_3"
"orthoMCL4895" "3" "c_3"
"orthoMCL4896" "3" "c_3"
"orthoMCL4897" "3" "c_3"
"orthoMCL4898" "3" "c_3"
"orthoMCL4899" "3" "c_3"
"orthoMCL4900" "3" "c_3"
"orthoMCL4901" "3" "c_3"
"orthoMCL4902" "3" "c_3"
"orthoMCL4903" "3" "c_3"
"orthoMCL4904" "3" "c_3"
"orthoMCL4905" "3" "c_3"
"orthoMCL4906" "3" "c_3"
"orthoMCL4907" "3" "c_3"
"orthoMCL4908" "3" "c_3"
"orthoMCL4909" "3" "c_3"
"orthoMCL4910" "3" "c_3"
"orthoMCL4911" "3" "c_3"
"orthoMCL4912" "3" "c_3"
"orthoMCL4913" "3" "c_3"
"orthoMCL4914" "3" "c_3"
"orthoMCL4915" "3" "c_3"
"orthoMCL4916" "3" "c_3"
"orthoMCL4917" "3" "c_3"
"orthoMCL4918" "3" "c_3"
"orthoMCL4919" "3" "c_3"
"orthoMCL4920" "3" "c_3"
"orthoMCL4921" "3" "c_3"
"orthoMCL4922" "3" "c_3"
"orthoMCL4923" "3" "c_3"
"orthoMCL4924" "3" "c_3"
"orthoMCL4925" "3" "c_3"
"orthoMCL4926" "3" "c_3"
"orthoMCL4927" "3" "c_3"
"orthoMCL4928" "3" "c_3"
"orthoMCL4929" "3" "c_3"
"orthoMCL4930" "3" "c_3"
"orthoMCL4931" "3" "c_3"
"orthoMCL4932" "3" "c_3"
"orthoMCL4933" "3" "c_3"
"orthoMCL4934" "3" "c_3"
"orthoMCL4935" "3" "c_3"
"orthoMCL4936" "3" "c_3"
"orthoMCL4937" "3" "c_3"
"orthoMCL4938" "3" "c_3"
"orthoMCL4939" "3" "c_3"
"orthoMCL4940" "3" "c_3"
"orthoMCL4941" "3" "c_3"
"orthoMCL4942" "3" "c_3"
"orthoMCL4943" "3" "c_3"
"orthoMCL4944" "3" "c_3"
"orthoMCL4945" "3" "c_3"
"orthoMCL4946" "3" "c_3"
"orthoMCL4947" "3" "c_3"
"orthoMCL4948" "3" "c_3"
"orthoMCL4949" "3" "c_3"
"orthoMCL4950" "3" "c_3"
"orthoMCL4951" "3" "c_3"
"orthoMCL4952" "3" "c_3"
"orthoMCL4953" "3" "c_3"
"orthoMCL4954" "3" "c_3"
"orthoMCL4955" "3" "c_3"
"orthoMCL4956" "3" "c_3"
"orthoMCL4957" "3" "c_3"
"orthoMCL4958" "3" "c_3"
"orthoMCL4959" "3" "c_3"
"orthoMCL4960" "3" "c_3"
"orthoMCL4961" "3" "c_3"
"orthoMCL4962" "3" "c_3"
"orthoMCL4963" "3" "c_3"
"orthoMCL4964" "3" "c_3"
"orthoMCL4965" "3" "c_3"
"orthoMCL4966" "3" "c_3"
"orthoMCL4967" "3" "c_3"
"orthoMCL4968" "3" "c_3"
"orthoMCL4969" "3" "c_3"
"orthoMCL4970" "3" "c_3"
"orthoMCL4971" "3" "c_3"
"orthoMCL4972" "3" "c_3"
"orthoMCL4973" "3" "c_3"
"orthoMCL4974" "3" "c_3"
"orthoMCL4975" "3" "c_3"
"orthoMCL4976" "3" "c_3"
"orthoMCL4977" "3" "c_3"
"orthoMCL4978" "3" "c_3"
"orthoMCL4979" "3" "c_3"
"orthoMCL4980" "3" "c_3"
"orthoMCL4981" "3" "c_3"
"orthoMCL4982" "3" "c_3"
"orthoMCL4983" "3" "c_3"
"orthoMCL4984" "3" "c_3"
"orthoMCL4985" "3" "c_3"
"orthoMCL4986" "3" "c_3"
"orthoMCL4987" "3" "c_3"
"orthoMCL4988" "3" "c_3"
"orthoMCL4989" "3" "c_3"
"orthoMCL4990" "3" "c_3"
"orthoMCL4991" "3" "c_3"
"orthoMCL4992" "3" "c_3"
"orthoMCL4993" "3" "c_3"
"orthoMCL4994" "3" "c_3"
"orthoMCL4995" "3" "c_3"
"orthoMCL4996" "3" "c_3"
"orthoMCL4997" "3" "c_3"
"orthoMCL4998" "3" "c_3"
"orthoMCL4999" "3" "c_3"
"orthoMCL5000" "3" "c_3"
"orthoMCL5001" "3" "c_3"
"orthoMCL5002" "3" "c_3"
"orthoMCL5003" "3" "c_3"
"orthoMCL5004" "3" "c_3"
"orthoMCL5005" "3" "c_3"
"orthoMCL5006" "3" "c_3"
"orthoMCL5007" "3" "c_3"
"orthoMCL5008" "3" "c_3"
"orthoMCL5009" "3" "c_3"
"orthoMCL5010" "3" "c_3"
"orthoMCL5011" "3" "c_3"
"orthoMCL5012" "3" "c_3"
"orthoMCL5013" "3" "c_3"
"orthoMCL5014" "3" "c_3"
"orthoMCL5015" "3" "c_3"
"orthoMCL5016" "3" "c_3"
"orthoMCL5017" "3" "c_3"
"orthoMCL5018" "3" "c_3"
"orthoMCL5019" "3" "c_3"
"orthoMCL5020" "3" "c_3"
"orthoMCL5021" "3" "c_3"
"orthoMCL5022" "3" "c_3"
"orthoMCL5023" "3" "c_3"
"orthoMCL5024" "3" "c_3"
"orthoMCL5025" "3" "c_3"
"orthoMCL5026" "3" "c_3"
"orthoMCL5027" "3" "c_3"
"orthoMCL5028" "3" "c_3"
"orthoMCL5029" "3" "c_3"
"orthoMCL5030" "3" "c_3"
"orthoMCL5031" "3" "c_3"
"orthoMCL5032" "3" "c_3"
"orthoMCL5033" "3" "c_3"
"orthoMCL5034" "3" "c_3"
"orthoMCL5035" "3" "c_3"
"orthoMCL5036" "3" "c_3"
"orthoMCL5037" "3" "c_3"
"orthoMCL5038" "3" "c_3"
"orthoMCL5039" "3" "c_3"
"orthoMCL5040" "3" "c_3"
"orthoMCL5041" "3" "c_3"
"orthoMCL5042" "3" "c_3"
"orthoMCL5043" "3" "c_3"
"orthoMCL5044" "3" "c_3"
"orthoMCL5045" "3" "c_3"
"orthoMCL5046" "3" "c_3"
"orthoMCL5047" "3" "c_3"
"orthoMCL5048" "3" "c_3"
"orthoMCL5049" "3" "c_3"
"orthoMCL5050" "3" "c_3"
"orthoMCL5051" "3" "c_3"
"orthoMCL5052" "3" "c_3"
"orthoMCL5053" "3" "c_3"
"orthoMCL5054" "3" "c_3"
"orthoMCL5055" "3" "c_3"
"orthoMCL5056" "3" "c_3"
"orthoMCL5057" "3" "c_3"
"orthoMCL5058" "3" "c_3"
"orthoMCL5059" "3" "c_3"
"orthoMCL5060" "3" "c_3"
"orthoMCL5061" "3" "c_3"
"orthoMCL5062" "3" "c_3"
"orthoMCL5063" "3" "c_3"
"orthoMCL5064" "3" "c_3"
"orthoMCL5065" "3" "c_3"
"orthoMCL5066" "3" "c_3"
"orthoMCL5067" "3" "c_3"
"orthoMCL5068" "3" "c_3"
"orthoMCL5069" "3" "c_3"
"orthoMCL5070" "3" "c_3"
"orthoMCL5071" "3" "c_3"
"orthoMCL5072" "3" "c_3"
"orthoMCL5073" "3" "c_3"
"orthoMCL5074" "3" "c_3"
"orthoMCL5075" "3" "c_3"
"orthoMCL5076" "3" "c_3"
"orthoMCL5077" "3" "c_3"
"orthoMCL5078" "3" "c_3"
"orthoMCL5079" "3" "c_3"
"orthoMCL5080" "3" "c_3"
"orthoMCL5081" "3" "c_3"
"orthoMCL5082" "3" "c_3"
"orthoMCL5083" "3" "c_3"
"orthoMCL5084" "3" "c_3"
"orthoMCL5085" "3" "c_3"
"orthoMCL5086" "3" "c_3"
"orthoMCL5087" "3" "c_3"
"orthoMCL5088" "3" "c_3"
"orthoMCL5089" "3" "c_3"
"orthoMCL5090" "3" "c_3"
"orthoMCL5091" "3" "c_3"
"orthoMCL5092" "3" "c_3"
"orthoMCL5093" "3" "c_3"
"orthoMCL5094" "3" "c_3"
"orthoMCL5095" "3" "c_3"
"orthoMCL5096" "3" "c_3"
"orthoMCL5097" "3" "c_3"
"orthoMCL5098" "3" "c_3"
"orthoMCL5099" "3" "c_3"
"orthoMCL5100" "3" "c_3"
"orthoMCL5101" "3" "c_3"
"orthoMCL5102" "3" "c_3"
"orthoMCL5103" "3" "c_3"
"orthoMCL5104" "3" "c_3"
"orthoMCL5105" "3" "c_3"
"orthoMCL5106" "3" "c_3"
"orthoMCL5107" "3" "c_3"
"orthoMCL5108" "3" "c_3"
"orthoMCL5109" "3" "c_3"
"orthoMCL5110" "3" "c_3"
"orthoMCL5111" "3" "c_3"
"orthoMCL5112" "3" "c_3"
"orthoMCL5113" "3" "c_3"
"orthoMCL5114" "3" "c_3"
"orthoMCL5115" "3" "c_3"
"orthoMCL5116" "3" "c_3"
"orthoMCL5117" "3" "c_3"
"orthoMCL5118" "3" "c_3"
"orthoMCL5119" "3" "c_3"
"orthoMCL5120" "3" "c_3"
"orthoMCL5121" "3" "c_3"
"orthoMCL5122" "3" "c_3"
"orthoMCL5123" "3" "c_3"
"orthoMCL5124" "3" "c_3"
"orthoMCL5125" "3" "c_3"
"orthoMCL5126" "3" "c_3"
"orthoMCL5127" "3" "c_3"
"orthoMCL5128" "3" "c_3"
"orthoMCL5129" "3" "c_3"
"orthoMCL5130" "3" "c_3"
"orthoMCL5131" "3" "c_3"
"orthoMCL5132" "3" "c_3"
"orthoMCL5133" "3" "c_3"
"orthoMCL5134" "3" "c_3"
"orthoMCL5135" "3" "c_3"
"orthoMCL5136" "3" "c_3"
"orthoMCL5137" "3" "c_3"
"orthoMCL5138" "3" "c_3"
