"dist" "gap" "cnt" "max" "mean"
"orthoMCL2858" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2859" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2860" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2861" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2862" 23.8745078663875 6 4 1 0.036036036036036
"orthoMCL2863" 21.5112084745339 9 4 1 0.036036036036036
"orthoMCL2864" 13.7566303550217 0 4 1 0.036036036036036
"orthoMCL2865" 13.7566303550217 0 4 1 0.036036036036036
"orthoMCL2866" 13.7566303550217 0 4 1 0.036036036036036
"orthoMCL2867" 17.6568542494924 3 4 1 0.036036036036036
"orthoMCL2868" 10.8284271247462 4 3 2 0.036036036036036
"orthoMCL2869" 16 3 4 1 0.036036036036036
"orthoMCL2870" 18.8284271247462 2 4 1 0.036036036036036
"orthoMCL2871" 8 1 3 2 0.036036036036036
"orthoMCL2872" 17.6568542494924 3 4 1 0.036036036036036
"orthoMCL2873" 16 1 4 1 0.036036036036036
"orthoMCL2874" 8 2 3 2 0.036036036036036
"orthoMCL2875" 14.422205101856 7 3 2 0.036036036036036
"orthoMCL2876" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2877" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2878" 17.6568542494924 2 4 1 0.036036036036036
"orthoMCL2879" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2880" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2881" 11.3137084989848 0 4 1 0.036036036036036
"orthoMCL2882" 5.65685424949238 1 3 2 0.036036036036036
"orthoMCL2883" 0 0 2 2 0.036036036036036
"orthoMCL2884" 0 0 2 2 0.027027027027027
"orthoMCL2885" 0 0 2 2 0.027027027027027
"orthoMCL2886" 0 0 1 3 0.027027027027027
"orthoMCL2887" 0 0 1 3 0.027027027027027
"orthoMCL2888" 0 0 1 3 0.027027027027027
"orthoMCL2889" 6.32455532033676 13 2 2 0.027027027027027
"orthoMCL2890" 0 0 1 3 0.027027027027027
"orthoMCL2891" 6 14 2 2 0.027027027027027
"orthoMCL2892" 0 0 1 3 0.027027027027027
"orthoMCL2893" 0 0 1 3 0.027027027027027
"orthoMCL2894" 0 0 1 3 0.027027027027027
"orthoMCL2895" 3.46410161513775 1 2 2 0.027027027027027
"orthoMCL2896" 0 0 1 3 0.027027027027027
"orthoMCL2897" 0 0 1 3 0.027027027027027
"orthoMCL2898" 0 0 2 2 0.027027027027027
"orthoMCL2899" 0 0 2 2 0.027027027027027
"orthoMCL2900" 0 0 2 2 0.027027027027027
"orthoMCL2901" 0 0 2 2 0.027027027027027
"orthoMCL2902" 0 0 2 2 0.027027027027027
"orthoMCL2903" 0 0 2 2 0.027027027027027
"orthoMCL2904" 0 0 2 2 0.027027027027027
"orthoMCL2905" 0 0 2 2 0.027027027027027
"orthoMCL2906" 0 0 2 2 0.027027027027027
"orthoMCL2907" 0 0 2 2 0.027027027027027
"orthoMCL2908" 0 0 2 2 0.027027027027027
"orthoMCL2909" 4.89897948556636 17 2 2 0.027027027027027
"orthoMCL2910" 0 0 2 2 0.027027027027027
"orthoMCL2911" 0 0 2 2 0.027027027027027
"orthoMCL2912" 0 0 1 3 0.027027027027027
"orthoMCL2913" 0 0 2 2 0.027027027027027
"orthoMCL2914" 0 0 2 2 0.027027027027027
"orthoMCL2915" 0 0 2 2 0.027027027027027
"orthoMCL2916" 0 0 2 2 0.027027027027027
"orthoMCL2917" 2 0 2 2 0.027027027027027
"orthoMCL2918" 0 0 2 2 0.027027027027027
"orthoMCL2919" 0 0 2 2 0.027027027027027
"orthoMCL2920" 4 3 2 2 0.027027027027027
"orthoMCL2921" 0 0 2 2 0.027027027027027
"orthoMCL2922" 0 0 1 3 0.027027027027027
"orthoMCL2923" 6 15 2 2 0.027027027027027
"orthoMCL2924" 4.89897948556636 3 2 2 0.027027027027027
"orthoMCL2925" 2 1 2 2 0.027027027027027
"orthoMCL2926" 0 0 1 3 0.027027027027027
"orthoMCL2927" 0 0 1 3 0.027027027027027
"orthoMCL2928" 0 0 1 3 0.027027027027027
"orthoMCL2929" 0 0 1 3 0.027027027027027
"orthoMCL2930" 7.21110255092798 16 2 2 0.027027027027027
"orthoMCL2931" 0 0 2 2 0.027027027027027
"orthoMCL2932" 2.82842712474619 2 2 2 0.027027027027027
"orthoMCL2933" 0 0 2 2 0.027027027027027
"orthoMCL2934" 2.82842712474619 2 2 2 0.027027027027027
"orthoMCL2935" 0 0 2 2 0.027027027027027
"orthoMCL2936" 0 0 2 2 0.027027027027027
"orthoMCL2937" 2.82842712474619 2 2 2 0.027027027027027
"orthoMCL2938" 0 0 2 2 0.027027027027027
"orthoMCL2939" 0 0 1 3 0.027027027027027
"orthoMCL2940" 0 0 2 2 0.027027027027027
"orthoMCL2941" 11.13552872566 68 2 2 0.027027027027027
"orthoMCL2942" 3.46410161513775 1 2 2 0.027027027027027
"orthoMCL2943" 6.6332495807108 16 2 2 0.027027027027027
"orthoMCL2944" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL2945" 0 0 1 3 0.027027027027027
"orthoMCL2946" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL2947" 5.29150262212918 7 2 2 0.027027027027027
"orthoMCL2948" 3.46410161513775 3 2 2 0.027027027027027
"orthoMCL2949" 4.89897948556636 8 2 2 0.027027027027027
"orthoMCL2950" 0 0 1 3 0.027027027027027
"orthoMCL2951" 0 0 1 3 0.027027027027027
"orthoMCL2952" 0 0 1 3 0.027027027027027
"orthoMCL2953" 3.46410161513775 18 2 2 0.027027027027027
"orthoMCL2954" 0 0 1 3 0.027027027027027
"orthoMCL2955" 3.46410161513775 18 2 2 0.027027027027027
"orthoMCL2956" 0 0 1 3 0.027027027027027
"orthoMCL2957" 0 0 2 2 0.027027027027027
"orthoMCL2958" 0 0 2 2 0.027027027027027
"orthoMCL2959" 0 0 2 2 0.027027027027027
"orthoMCL2960" 0 0 2 2 0.027027027027027
"orthoMCL2961" 0 0 2 2 0.027027027027027
"orthoMCL2962" 0 0 1 3 0.027027027027027
"orthoMCL2963" 0 0 1 3 0.027027027027027
"orthoMCL2964" 0 0 1 3 0.027027027027027
"orthoMCL2965" 0 0 1 3 0.027027027027027
"orthoMCL2966" 0 0 1 3 0.027027027027027
"orthoMCL2967" 0 0 1 3 0.027027027027027
"orthoMCL2968" 0 0 1 3 0.027027027027027
"orthoMCL2969" 0 0 1 3 0.027027027027027
"orthoMCL2970" 8 7 3 1 0.027027027027027
"orthoMCL2971" 0 0 1 3 0.027027027027027
"orthoMCL2972" 0 0 2 2 0.027027027027027
"orthoMCL2973" 0 0 1 3 0.027027027027027
"orthoMCL2974" 0 0 1 3 0.027027027027027
"orthoMCL2975" 0 0 2 2 0.027027027027027
"orthoMCL2976" 0 0 1 3 0.027027027027027
"orthoMCL2977" 0 0 2 2 0.027027027027027
"orthoMCL2978" 0 0 2 2 0.027027027027027
"orthoMCL2979" 0 0 1 3 0.027027027027027
"orthoMCL2980" 0 0 1 3 0.027027027027027
"orthoMCL2981" 0 0 1 3 0.027027027027027
"orthoMCL2982" 0 0 1 3 0.027027027027027
"orthoMCL2983" 0 0 2 2 0.027027027027027
"orthoMCL2984" 0 0 2 2 0.027027027027027
"orthoMCL2985" 0 0 2 2 0.027027027027027
"orthoMCL2986" 0 0 2 2 0.027027027027027
"orthoMCL2987" 0 0 1 3 0.027027027027027
"orthoMCL2988" 0 0 1 3 0.027027027027027
"orthoMCL2989" 0 0 1 3 0.027027027027027
"orthoMCL2990" 4 2 2 2 0.027027027027027
"orthoMCL2991" 0 0 1 3 0.027027027027027
"orthoMCL2992" 0 0 2 2 0.027027027027027
"orthoMCL2993" 0 0 2 2 0.027027027027027
"orthoMCL2994" 0 0 2 2 0.027027027027027
"orthoMCL2995" 0 0 1 3 0.027027027027027
"orthoMCL2996" 0 0 1 3 0.027027027027027
"orthoMCL2997" 0 0 1 3 0.027027027027027
"orthoMCL2998" 3.46410161513775 2 2 2 0.027027027027027
"orthoMCL2999" 0 0 2 2 0.027027027027027
"orthoMCL3000" 0 0 2 2 0.027027027027027
"orthoMCL3001" 0 0 2 2 0.027027027027027
"orthoMCL3002" 0 0 2 2 0.027027027027027
"orthoMCL3003" 0 0 2 2 0.027027027027027
"orthoMCL3004" 0 0 2 2 0.027027027027027
"orthoMCL3005" 0 0 2 2 0.027027027027027
"orthoMCL3006" 0 0 1 3 0.027027027027027
"orthoMCL3007" 0 0 2 2 0.027027027027027
"orthoMCL3008" 0 0 2 2 0.027027027027027
"orthoMCL3009" 0 0 1 3 0.027027027027027
"orthoMCL3010" 0 0 1 3 0.027027027027027
"orthoMCL3011" 0 0 1 3 0.027027027027027
"orthoMCL3012" 0 0 1 3 0.027027027027027
"orthoMCL3013" 0 0 1 3 0.027027027027027
"orthoMCL3014" 7.74596669241483 18 2 2 0.027027027027027
"orthoMCL3015" 3.46410161513775 18 2 2 0.027027027027027
"orthoMCL3016" 5.29150262212918 3 2 2 0.027027027027027
"orthoMCL3017" 0 0 2 2 0.027027027027027
"orthoMCL3018" 0 0 1 3 0.027027027027027
"orthoMCL3019" 0 0 1 3 0.027027027027027
"orthoMCL3020" 0 0 2 2 0.027027027027027
"orthoMCL3021" 5.29150262212918 8 2 2 0.027027027027027
"orthoMCL3022" 0 0 1 3 0.027027027027027
"orthoMCL3023" 0 0 2 2 0.027027027027027
"orthoMCL3024" 0 0 2 2 0.027027027027027
"orthoMCL3025" 0 0 2 2 0.027027027027027
"orthoMCL3026" 0 0 2 2 0.027027027027027
"orthoMCL3027" 0 0 1 3 0.027027027027027
"orthoMCL3028" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL3029" 0 0 1 3 0.027027027027027
"orthoMCL3030" 0 0 1 3 0.027027027027027
"orthoMCL3031" 2 3 2 2 0.027027027027027
"orthoMCL3032" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL3033" 2.82842712474619 4 2 2 0.027027027027027
"orthoMCL3034" 0 0 1 3 0.027027027027027
"orthoMCL3035" 4.47213595499958 8 2 2 0.027027027027027
"orthoMCL3036" 0 0 1 3 0.027027027027027
"orthoMCL3037" 2 3 2 2 0.027027027027027
"orthoMCL3038" 7.21110255092798 5 2 2 0.027027027027027
"orthoMCL3039" 5.65685424949238 14 2 2 0.027027027027027
"orthoMCL3040" 2 3 2 2 0.027027027027027
"orthoMCL3041" 2 3 2 2 0.027027027027027
"orthoMCL3042" 0 0 1 3 0.027027027027027
"orthoMCL3043" 2 3 2 2 0.027027027027027
"orthoMCL3044" 2 3 2 2 0.027027027027027
"orthoMCL3045" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL3046" 2 3 2 2 0.027027027027027
"orthoMCL3047" 2.82842712474619 4 2 2 0.027027027027027
"orthoMCL3048" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL3049" 4.47213595499958 5 2 2 0.027027027027027
"orthoMCL3050" 5.29150262212918 0 2 2 0.027027027027027
"orthoMCL3051" 0 0 1 3 0.027027027027027
"orthoMCL3052" 0 0 1 3 0.027027027027027
"orthoMCL3053" 0 0 1 3 0.027027027027027
"orthoMCL3054" 0 0 1 3 0.027027027027027
"orthoMCL3055" 0 0 1 3 0.027027027027027
"orthoMCL3056" 0 0 1 3 0.027027027027027
"orthoMCL3057" 0 0 1 3 0.027027027027027
"orthoMCL3058" 0 0 1 3 0.027027027027027
"orthoMCL3059" 2 1 2 2 0.027027027027027
"orthoMCL3060" 6.6332495807108 41 2 2 0.027027027027027
"orthoMCL3061" 4.89897948556636 5 2 2 0.027027027027027
"orthoMCL3062" 8 28 2 2 0.027027027027027
"orthoMCL3063" 2 1 2 2 0.027027027027027
"orthoMCL3064" 0 0 1 3 0.027027027027027
"orthoMCL3065" 0 0 1 3 0.027027027027027
"orthoMCL3066" 2 1 2 2 0.027027027027027
"orthoMCL3067" 0 0 1 3 0.027027027027027
"orthoMCL3068" 0 0 1 3 0.027027027027027
"orthoMCL3069" 0 0 1 3 0.027027027027027
"orthoMCL3070" 0 0 1 3 0.027027027027027
"orthoMCL3071" 0 0 1 3 0.027027027027027
"orthoMCL3072" 0 0 1 3 0.027027027027027
"orthoMCL3073" 0 0 2 2 0.027027027027027
"orthoMCL3074" 0 0 2 2 0.027027027027027
"orthoMCL3075" 0 0 2 2 0.027027027027027
"orthoMCL3076" 0 0 2 2 0.027027027027027
"orthoMCL3077" 0 0 2 2 0.027027027027027
"orthoMCL3078" 0 0 2 2 0.027027027027027
"orthoMCL3079" 0 0 1 3 0.027027027027027
"orthoMCL3080" 0 0 1 3 0.027027027027027
"orthoMCL3081" 0 0 1 3 0.027027027027027
"orthoMCL3082" 0 0 1 3 0.027027027027027
"orthoMCL3083" 7.21110255092798 11 2 2 0.027027027027027
"orthoMCL3084" 0 0 1 3 0.027027027027027
"orthoMCL3085" 0 0 1 3 0.027027027027027
"orthoMCL3086" 0 0 1 3 0.027027027027027
"orthoMCL3087" 0 0 1 3 0.027027027027027
"orthoMCL3088" 0 0 2 2 0.027027027027027
"orthoMCL3089" 0 0 2 2 0.027027027027027
"orthoMCL3090" 0 0 1 3 0.027027027027027
"orthoMCL3091" 0 0 1 3 0.027027027027027
"orthoMCL3092" 0 0 1 3 0.027027027027027
"orthoMCL3093" 0 0 1 3 0.027027027027027
"orthoMCL3094" 0 0 2 2 0.027027027027027
"orthoMCL3095" 0 0 1 3 0.027027027027027
"orthoMCL3096" 3.46410161513775 2 2 2 0.027027027027027
"orthoMCL3097" 0 0 1 3 0.027027027027027
"orthoMCL3098" 0 0 1 3 0.027027027027027
"orthoMCL3099" 0 0 2 2 0.027027027027027
"orthoMCL3100" 0 0 1 3 0.027027027027027
"orthoMCL3101" 0 0 1 3 0.027027027027027
"orthoMCL3102" 9.7566303550217 2 3 1 0.027027027027027
"orthoMCL3103" 0 0 2 2 0.027027027027027
"orthoMCL3104" 11.13552872566 68 2 2 0.027027027027027
"orthoMCL3105" 0 0 1 3 0.027027027027027
"orthoMCL3106" 0 0 1 3 0.027027027027027
"orthoMCL3107" 6 21 2 2 0.027027027027027
"orthoMCL3108" 0 0 1 3 0.027027027027027
"orthoMCL3109" 0 0 1 3 0.027027027027027
"orthoMCL3110" 0 0 1 3 0.027027027027027
"orthoMCL3111" 0 0 1 3 0.027027027027027
"orthoMCL3112" 0 0 1 3 0.027027027027027
"orthoMCL3113" 0 0 1 3 0.027027027027027
"orthoMCL3114" 0 0 2 2 0.027027027027027
"orthoMCL3115" 5.29150262212918 8 2 2 0.027027027027027
"orthoMCL3116" 0 0 1 3 0.027027027027027
"orthoMCL3117" 0 0 1 3 0.027027027027027
"orthoMCL3118" 0 0 1 3 0.027027027027027
"orthoMCL3119" 0 0 1 3 0.027027027027027
"orthoMCL3120" 0 0 2 2 0.027027027027027
"orthoMCL3121" 0 0 1 3 0.027027027027027
"orthoMCL3122" 0 0 2 2 0.027027027027027
"orthoMCL3123" 0 0 1 3 0.027027027027027
"orthoMCL3124" 0 0 1 3 0.027027027027027
"orthoMCL3125" 0 0 1 3 0.027027027027027
"orthoMCL3126" 2.82842712474619 2 2 2 0.027027027027027
"orthoMCL3127" 0 0 1 3 0.027027027027027
"orthoMCL3128" 0 0 1 3 0.027027027027027
"orthoMCL3129" 0 0 1 3 0.027027027027027
"orthoMCL3130" 0 0 1 3 0.027027027027027
"orthoMCL3131" 0 0 1 3 0.027027027027027
"orthoMCL3132" 0 0 1 3 0.027027027027027
"orthoMCL3133" 5.29150262212918 8 2 2 0.027027027027027
"orthoMCL3134" 0 0 1 3 0.027027027027027
"orthoMCL3135" 0 0 1 3 0.027027027027027
"orthoMCL3136" 0 0 1 3 0.027027027027027
"orthoMCL3137" 0 0 1 3 0.027027027027027
"orthoMCL3138" 0 0 1 3 0.027027027027027
"orthoMCL3139" 0 0 1 3 0.027027027027027
"orthoMCL3140" 0 0 1 3 0.027027027027027
"orthoMCL3141" 0 0 1 3 0.027027027027027
"orthoMCL3142" 0 0 1 3 0.027027027027027
"orthoMCL3143" 0 0 2 2 0.027027027027027
"orthoMCL3144" 0 0 2 2 0.027027027027027
"orthoMCL3145" 0 0 2 2 0.027027027027027
"orthoMCL3146" 0 0 1 3 0.027027027027027
"orthoMCL3147" 0 0 2 2 0.027027027027027
"orthoMCL3148" 0 0 2 2 0.027027027027027
"orthoMCL3149" 0 0 2 2 0.027027027027027
"orthoMCL3150" 0 0 2 2 0.027027027027027
"orthoMCL3151" 0 0 2 2 0.027027027027027
"orthoMCL3152" 0 0 2 2 0.027027027027027
"orthoMCL3153" 0 0 2 2 0.027027027027027
"orthoMCL3154" 0 0 2 2 0.027027027027027
"orthoMCL3155" 0 0 2 2 0.027027027027027
"orthoMCL3156" 0 0 2 2 0.027027027027027
"orthoMCL3157" 0 0 2 2 0.027027027027027
"orthoMCL3158" 0 0 2 2 0.027027027027027
"orthoMCL3159" 0 0 2 2 0.027027027027027
"orthoMCL3160" 0 0 2 2 0.027027027027027
"orthoMCL3161" 0 0 2 2 0.027027027027027
"orthoMCL3162" 0 0 2 2 0.027027027027027
"orthoMCL3163" 0 0 2 2 0.027027027027027
"orthoMCL3164" 0 0 2 2 0.027027027027027
"orthoMCL3165" 0 0 2 2 0.027027027027027
"orthoMCL3166" 0 0 1 3 0.027027027027027
"orthoMCL3167" 0 0 2 2 0.027027027027027
"orthoMCL3168" 0 0 2 2 0.027027027027027
"orthoMCL3169" 5.65685424949238 19 2 2 0.027027027027027
"orthoMCL3170" 0 0 1 3 0.027027027027027
"orthoMCL3171" 0 0 2 2 0.027027027027027
"orthoMCL3172" 0 0 2 2 0.027027027027027
"orthoMCL3173" 8 59 2 2 0.027027027027027
"orthoMCL3174" 0 0 1 3 0.027027027027027
"orthoMCL3175" 0 0 1 3 0.027027027027027
"orthoMCL3176" 0 0 1 3 0.027027027027027
"orthoMCL3177" 0 0 1 3 0.027027027027027
"orthoMCL3178" 0 0 1 3 0.027027027027027
"orthoMCL3179" 7.48331477354788 41 2 2 0.027027027027027
"orthoMCL3180" 0 0 1 3 0.027027027027027
"orthoMCL3181" 0 0 1 3 0.027027027027027
"orthoMCL3182" 0 0 1 3 0.027027027027027
"orthoMCL3183" 0 0 1 3 0.027027027027027
"orthoMCL3184" 2 1 2 2 0.027027027027027
"orthoMCL3185" 0 0 1 3 0.027027027027027
"orthoMCL3186" 0 0 1 3 0.027027027027027
"orthoMCL3187" 0 0 1 3 0.027027027027027
"orthoMCL3188" 0 0 1 3 0.027027027027027
"orthoMCL3189" 0 0 1 3 0.027027027027027
"orthoMCL3190" 3.46410161513775 9 2 2 0.027027027027027
"orthoMCL3191" 0 0 1 3 0.027027027027027
"orthoMCL3192" 8.94427190999916 31 2 2 0.027027027027027
"orthoMCL3193" 0 0 2 2 0.027027027027027
"orthoMCL3194" 0 0 1 3 0.027027027027027
"orthoMCL3195" 0 0 2 2 0.027027027027027
"orthoMCL3196" 0 0 2 2 0.027027027027027
"orthoMCL3197" 4 5 2 2 0.027027027027027
"orthoMCL3198" 5.29150262212918 5 2 2 0.027027027027027
"orthoMCL3199" 0 0 2 2 0.027027027027027
"orthoMCL3200" 0 0 2 2 0.027027027027027
"orthoMCL3201" 0 0 1 3 0.027027027027027
"orthoMCL3202" 0 0 2 2 0.027027027027027
"orthoMCL3203" 0 0 1 3 0.027027027027027
"orthoMCL3204" 0 0 1 3 0.027027027027027
"orthoMCL3205" 0 0 2 2 0.027027027027027
"orthoMCL3206" 0 0 2 2 0.027027027027027
"orthoMCL3207" 0 0 2 2 0.027027027027027
"orthoMCL3208" 0 0 1 3 0.027027027027027
"orthoMCL3209" 0 0 1 3 0.027027027027027
"orthoMCL3210" 0 0 1 3 0.027027027027027
"orthoMCL3211" 0 0 1 3 0.027027027027027
"orthoMCL3212" 0 0 1 3 0.027027027027027
"orthoMCL3213" 0 0 1 3 0.027027027027027
"orthoMCL3214" 0 0 1 3 0.027027027027027
"orthoMCL3215" 0 0 1 3 0.027027027027027
"orthoMCL3216" 0 0 2 2 0.027027027027027
"orthoMCL3217" 7.21110255092798 7 2 2 0.027027027027027
"orthoMCL3218" 7.21110255092798 7 2 2 0.027027027027027
"orthoMCL3219" 0 0 1 3 0.027027027027027
"orthoMCL3220" 0 0 1 3 0.027027027027027
"orthoMCL3221" 0 0 1 3 0.027027027027027
"orthoMCL3222" 5.29150262212918 6 2 2 0.027027027027027
"orthoMCL3223" 0 0 1 3 0.027027027027027
"orthoMCL3224" 2 1 2 2 0.027027027027027
"orthoMCL3225" 0 0 1 3 0.027027027027027
"orthoMCL3226" 0 0 2 2 0.027027027027027
"orthoMCL3227" 0 0 1 3 0.027027027027027
"orthoMCL3228" 0 0 2 2 0.027027027027027
"orthoMCL3229" 0 0 1 3 0.027027027027027
"orthoMCL3230" 0 0 1 3 0.027027027027027
"orthoMCL3231" 8 31 2 2 0.027027027027027
"orthoMCL3232" 0 0 1 3 0.027027027027027
"orthoMCL3233" 0 0 1 3 0.027027027027027
"orthoMCL3234" 0 0 1 3 0.027027027027027
"orthoMCL3235" 0 0 2 2 0.027027027027027
"orthoMCL3236" 0 0 1 3 0.027027027027027
"orthoMCL3237" 7.21110255092798 8 2 2 0.027027027027027
"orthoMCL3238" 0 0 1 3 0.027027027027027
"orthoMCL3239" 0 0 2 2 0.027027027027027
"orthoMCL3240" 0 0 2 2 0.027027027027027
"orthoMCL3241" 0 0 1 3 0.027027027027027
"orthoMCL3242" 0 0 1 3 0.027027027027027
"orthoMCL3243" 0 0 1 3 0.027027027027027
"orthoMCL3244" 0 0 1 3 0.027027027027027
"orthoMCL3245" 0 0 1 3 0.027027027027027
"orthoMCL3246" 0 0 1 3 0.027027027027027
"orthoMCL3247" 0 0 2 2 0.027027027027027
"orthoMCL3248" 0 0 1 3 0.027027027027027
"orthoMCL3249" 0 0 1 3 0.027027027027027
"orthoMCL3250" 0 0 1 3 0.027027027027027
"orthoMCL3251" 0 0 1 3 0.027027027027027
"orthoMCL3252" 4.47213595499958 11 2 2 0.027027027027027
"orthoMCL3253" 0 0 1 3 0.027027027027027
"orthoMCL3254" 0 0 1 3 0.027027027027027
"orthoMCL3255" 0 0 1 3 0.027027027027027
"orthoMCL3256" 2.82842712474619 1 2 2 0.027027027027027
"orthoMCL3257" 0 0 1 3 0.027027027027027
"orthoMCL3258" 0 0 1 3 0.027027027027027
"orthoMCL3259" 4 4 2 2 0.027027027027027
"orthoMCL3260" 0 0 1 3 0.027027027027027
"orthoMCL3261" 0 0 1 3 0.027027027027027
"orthoMCL3262" 0 0 1 3 0.027027027027027
"orthoMCL3263" 0 0 1 3 0.027027027027027
"orthoMCL3264" 0 0 1 3 0.027027027027027
"orthoMCL3265" 0 0 2 2 0.027027027027027
"orthoMCL3266" 0 0 1 3 0.027027027027027
"orthoMCL3267" 0 0 1 3 0.027027027027027
"orthoMCL3268" 0 0 1 3 0.027027027027027
"orthoMCL3269" 0 0 1 3 0.027027027027027
"orthoMCL3270" 2 0 2 2 0.027027027027027
"orthoMCL3271" 0 0 2 2 0.027027027027027
"orthoMCL3272" 2 0 2 2 0.027027027027027
"orthoMCL3273" 0 0 1 3 0.027027027027027
"orthoMCL3274" 0 0 1 3 0.027027027027027
"orthoMCL3275" 0 0 1 3 0.027027027027027
"orthoMCL3276" 4.47213595499958 10 2 2 0.027027027027027
"orthoMCL3277" 0 0 2 2 0.027027027027027
"orthoMCL3278" 0 0 1 3 0.027027027027027
"orthoMCL3279" 0 0 1 3 0.027027027027027
"orthoMCL3280" 0 0 1 3 0.027027027027027
"orthoMCL3281" 0 0 1 3 0.027027027027027
"orthoMCL3282" 0 0 2 2 0.027027027027027
"orthoMCL3283" 0 0 2 2 0.027027027027027
"orthoMCL3284" 0 0 2 2 0.027027027027027
"orthoMCL3285" 0 0 1 3 0.027027027027027
"orthoMCL3286" 5.65685424949238 7 2 2 0.027027027027027
"orthoMCL3287" 4 1 2 2 0.027027027027027
"orthoMCL3288" 0 0 1 3 0.027027027027027
"orthoMCL3289" 0 0 1 3 0.027027027027027
"orthoMCL3290" 0 0 2 2 0.027027027027027
"orthoMCL3291" 0 0 2 2 0.027027027027027
"orthoMCL3292" 8.94427190999916 31 2 2 0.027027027027027
"orthoMCL3293" 0 0 2 2 0.027027027027027
"orthoMCL3294" 4.89897948556636 6 2 2 0.027027027027027
"orthoMCL3295" 4 1 2 2 0.027027027027027
"orthoMCL3296" 0 0 2 2 0.027027027027027
"orthoMCL3297" 0 0 2 2 0.027027027027027
"orthoMCL3298" 0 0 2 2 0.027027027027027
"orthoMCL3299" 4 5 2 2 0.027027027027027
"orthoMCL3300" 0 0 2 2 0.027027027027027
"orthoMCL3301" 0 0 2 2 0.027027027027027
"orthoMCL3302" 0 0 2 2 0.027027027027027
"orthoMCL3303" 0 0 2 2 0.027027027027027
"orthoMCL3304" 0 0 2 2 0.027027027027027
"orthoMCL3305" 0 0 1 3 0.027027027027027
"orthoMCL3306" 0 0 1 3 0.027027027027027
"orthoMCL3307" 0 0 2 2 0.027027027027027
"orthoMCL3308" 0 0 1 3 0.027027027027027
"orthoMCL3309" 0 0 1 3 0.027027027027027
"orthoMCL3310" 3.46410161513775 2 2 2 0.027027027027027
"orthoMCL3311" 0 0 1 3 0.027027027027027
"orthoMCL3312" 4 1 2 2 0.027027027027027
"orthoMCL3313" 0 0 1 3 0.027027027027027
"orthoMCL3314" 6.6332495807108 14 2 2 0.027027027027027
"orthoMCL3315" 4.89897948556636 6 2 2 0.027027027027027
"orthoMCL3316" 4 1 2 2 0.027027027027027
"orthoMCL3317" 0 0 1 3 0.027027027027027
"orthoMCL3318" 0 0 2 2 0.027027027027027
"orthoMCL3319" 0 0 1 3 0.027027027027027
"orthoMCL3320" 0 0 2 2 0.027027027027027
"orthoMCL3321" 0 0 1 3 0.027027027027027
"orthoMCL3322" 0 0 2 2 0.027027027027027
"orthoMCL3323" 8 17 2 2 0.027027027027027
"orthoMCL3324" 0 0 1 3 0.027027027027027
"orthoMCL3325" 0 0 2 2 0.027027027027027
"orthoMCL3326" 0 0 1 3 0.027027027027027
"orthoMCL3327" 0 0 2 2 0.027027027027027
"orthoMCL3328" 0 0 2 2 0.027027027027027
"orthoMCL3329" 0 0 2 2 0.027027027027027
"orthoMCL3330" 0 0 2 2 0.027027027027027
"orthoMCL3331" 0 0 2 2 0.027027027027027
"orthoMCL3332" 0 0 2 2 0.027027027027027
"orthoMCL3333" 0 0 2 2 0.027027027027027
"orthoMCL3334" 0 0 1 3 0.027027027027027
"orthoMCL3335" 0 0 2 2 0.027027027027027
"orthoMCL3336" 0 0 1 3 0.027027027027027
"orthoMCL3337" 0 0 2 2 0.027027027027027
"orthoMCL3338" 0 0 2 2 0.027027027027027
"orthoMCL3339" 0 0 2 2 0.027027027027027
"orthoMCL3340" 0 0 2 2 0.027027027027027
"orthoMCL3341" 0 0 2 2 0.027027027027027
"orthoMCL3342" 0 0 2 2 0.027027027027027
"orthoMCL3343" 5.29150262212918 12 2 2 0.027027027027027
"orthoMCL3344" 0 0 1 3 0.027027027027027
"orthoMCL3345" 0 0 2 2 0.027027027027027
"orthoMCL3346" 0 0 2 2 0.027027027027027
"orthoMCL3347" 0 0 2 2 0.027027027027027
"orthoMCL3348" 3.46410161513775 1 2 2 0.027027027027027
"orthoMCL3349" 0 0 2 2 0.027027027027027
"orthoMCL3350" 0 0 1 3 0.027027027027027
"orthoMCL3351" 8.94427190999916 48 2 2 0.027027027027027
"orthoMCL3352" 0 0 2 2 0.027027027027027
"orthoMCL3353" 0 0 2 2 0.027027027027027
"orthoMCL3354" 0 0 2 2 0.027027027027027
"orthoMCL3355" 0 0 2 2 0.027027027027027
